id,count
BCJJHCJC,2
BCJJHDEC,2
BCJJHGGF,2
BCJJICEE,2
BCJJIEGH,2
BCJJJBBI,2
BCJJJBJD,2
BCJJJDCJ,2
BCJJJFEF,2
BCJJJHDA,2
BEAAAACCB,2
BEAAAACIH,2
BEAAAAGJB,2
BEAAAGEID,3
BEAAAGEJI,2
BEAAAGFAE,2
BEAAAGFHH,2
BEAAAGFIJ,2
BEAAAGGHD,2
BEAAAGHIJ,2
BEAAAGIBI,2
BEAAAGICA,2
BEAAAGIIC,2
BEAAAGJHH,2
BEAAAHBBE,2
BEAAAHEEB,2
BEAAAHEGF,2
BEAAAHEII,2
BEAAAHFEC,2
BEAAAIAJB,2
BEAAAICEF,2
BEAAAJAIA,2
BEAAAJIGB,2
BEAABACDF,2
BEAABACHF,2
BEAABADFJ,2
BEAABAEBF,2
BEAABBFEI,2
BEAABBGCH,3
BEAABCBHB,2
BEAABCEGD,2
BEAABCEIJ,2
BEAABCGIG,3
BEAABCICE,2
BEAABDABC,2
BEAABDHBB,2
BEAABDIAH,2
BEAABDIBC,3
BEAABDIHC,4
BEAABDIJE,2
BEAABDJIJ,2
BEAABEJJA,2
BEAABFGDH,2
BEAABGFHH,2
BEAABGGBG,2
BEAABHAEH,2
BEAABHFII,2
BEAABHGJA,2
BEAABIBGC,2
BEAACACDI,2
BEAACAGGC,2
BEAACCFGH,2
BEAACCGGB,2
BEAACCJCF,2
BEAACDBFI,2
BEAACDCBH,2
BEAACDFJJ,2
BEAACDGIA,2
BEAACDGJH,2
BEAACDHDG,2
BEAACDHJH,2
BEAACEEJI,2
BEAACEHJC,4
BEAACEJJJ,2
BEAACFBHI,2
BEAACFBJJ,2
BEAACFDED,4
BEAACFGII,2
BEAACGBCD,2
BEAACGFCF,2
BEAACHAJG,2
BEAACHCIG,2
BEAACHIHA,2
BEAACHJBJ,3
BEAACIHAA,2
BEAACJFAH,2
BEAADAGAG,2
BEAADCCGC,2
BEAADCDGE,2
BEAADDAGF,2
BEAADDDCH,4
BEAADDFFB,2
BEAADEADI,2
BEAADECAD,6
BEAADECCH,2
BEAADEEAG,2
BEAADEGAF,2
BEAADFBAI,2
BEAADFDIF,2
BEAADGGFC,2
BEAADICCJ,2
BEAADJBGJ,2
BEAADJBID,4
BEAADJFEB,2
BEAADJGFC,2
BEAADJHDD,2
BEAAEADFG,2
BEAAEADGC,2
BEAAEAEEF,4
BEAAEAGEG,2
BEAAEBICD,2
BEAAECABI,2
BEAAECEBF,2
BEAAECEHA,2
BEAAECIDC,2
BEAAEDDAE,2
BEAAEDIAB,3
BEAAEEABH,2
BEAAEEBBJ,2
BEAAEEBCB,3
BEAAEEBEI,2
BEAAEEDFE,2
BEAAEEFDF,2
BEAAEEFEF,3
BEAAEEJHA,3
BEAAEFBDA,2
BEAAEFEAA,2
BEAAEHCGA,2
BEAAEHEFD,2
BEAAEHIDG,2
BEAAEIACA,2
BEAAEIFAC,2
BEAAEJBCE,2
BEAAFAEIJ,2
BEAAFAFAC,2
BEAAFAHAA,2
BEAAFAJII,2
BEAAFAJJE,2
BEAAFEHGJ,3
BEAAFEHII,2
BEAAFFAGE,3
BEAAFFFDF,2
BEAAFFGDF,2
BEAAFFHAI,2
BEAAFFIFA,2
BEAAFFJAJ,2
BEAAFGAGJ,2
BEAAFGCJJ,2
BEAAFGEBF,2
BEAAFGEDE,2
BEAAFGGFJ,4
BEAAFGIBA,2
BEAAFIAJB,2
BEAAFIBHG,2
BEAAFICGC,2
BEAAFIHFD,2
BEAAFIIED,2
BEAAFJDJI,2
BEAAFJIHH,3
BEAAGAGEC,2
BEAAGBBAE,2
BEAAGBBEH,2
BEAAGBGDC,2
BEAAGBIEC,2
BEAAGCAFF,4
BEAAGCFIC,2
BEAAGCFIG,2
BEAAGCGFH,4
BEAAGEBAB,2
BEAAGEEHD,2
BEAAGFCEF,3
BEAAGFFIJ,2
BEAAGFJGJ,2
BEAAGGBII,2
BEAAGGEID,2
BEAAGGFIE,2
BEAAGHBGF,2
BEAAGHIHE,4
BEAAGIAFI,2
BEAAGIAHD,3
BEAAGICBD,4
BEAAGIEIH,2
BEAAGIGFI,4
BEAAGIHBA,2
BEAAGJADE,3
BEAAGJDFD,2
BEAAGJGAJ,2
BEAAHAACB,2
BEAAHACBA,2
BEAAHAHBD,2
BEAAHBBAF,2
BEAAHBIFI,2
BEAAHCAJD,2
BEAAHCHAD,2
BEAAHCIAI,2
BEAAHCJEG,2
BEAAHDCDG,2
BEAAHDDGD,2
BEAAHDEDE,2
BEAAHDEDF,2
BEAAHDIIA,2
BEAAHEFJA,2
BEAAHEICF,2
BEAAHFBCA,3
BEAAHFEAA,2
BEAAHFEJF,2
BEAAHFJGJ,2
BEAAHGBGA,3
BEAAHGBHI,2
BEAAHHBBI,2
BEAAHHJEF,2
BEAAHIDJA,2
BEAAIBHBC,2
BEAAIBHCG,4
BEAAICBFB,2
BEAAICCBD,2
BEAAICFBC,2
BEAAICGDB,2
BEAAIDDJJ,2
BEAAIECHG,2
BEAAIEECB,2
BEAAIEGHA,2
BEAAIFDEA,2
BEAAIFGIC,2
BEAAIFHEC,2
BEAAIFIAH,2
BEAAIHACA,2
BEAAIHIHD,2
BEAAIIEFH,2
BEAAIIGBA,2
BEAAIIHDJ,2
BEAAIIJID,2
BEAAIJCAB,2
BEAAIJIJD,2
BEAAJBAEJ,4
BEAAJBCHD,2
BEAAJBFED,2
BEAAJBGHG,2
BEAAJBJFH,2
BEAAJCECI,2
BEAAJCIAB,2
BEAAJDAAC,2
BEAAJDBEC,2
BEAAJDBEH,4
BEAAJDEGJ,2
BEAAJDFIF,2
BEAAJEBBC,4
BEAAJECFF,2
BEAAJEJAJ,2
BEAAJFBGJ,2
BEAAJHFAC,3
BEAAJIAFG,2
BEAAJIEEH,2
BEAAJJGCD,2
BEAAJJHEG,2
BEAAJJHIE,2
BEAAJJIEA,6
BEABAGFAC,2
BEABAGHEG,2
BEABAGJGF,2
BEABAGJHC,2
BEABAHEII,2
BEABAHFHI,2
BEABAHGBI,2
BEABAIBDF,2
BEABAICDB,2
BEABAICFA,3
BEABAIEFE,2
BEABAIFCD,2
BEABBAAAB,2
BEABBAAAC,4
BEABBABBB,2
BEABBABBH,2
BEABBABJG,2
BEABBAEID,2
BEABBAGAB,2
BEABBAHHI,2
BEABBAIFD,2
BEABBAJDF,2
BEABBBAAE,2
BEABBBBAD,2
BEABBBCHI,2
BEABBBDAG,3
BEABBBIFA,2
BEABBBJDF,2
BEABBCEEB,2
BEABBCJFC,2
BEABBCJID,2
BEABBDBDC,2
BEABBDBEJ,2
BEABBDBGD,2
BEABBDCFA,2
BEABBDDBH,2
BEABBDDII,2
BEABBDDJH,2
BEABBDIAH,2
BEABBEFGE,2
BEABBFAIJ,2
BEABBFBEF,2
BEABBFFDF,2
BEABBFGDD,2
BEABBFIFJ,2
BEABBFJAH,2
BEABBGEDD,2
BEABBGEJD,2
BEABBGFAG,2
BEABBGFFJ,3
BEABBGGBJ,2
BEABBGGFE,2
BEABBGJDH,4
BEABBHACC,2
BEABBHBHE,3
BEABBHIGB,4
BEABBIBCI,2
BEABBIBEE,2
BEABBICCG,2
BEABBIFBH,2
BEABBIGJJ,2
BEABBJFJE,2
BEABBJGEC,2
BEABBJIJG,2
BEABCABCE,2
BEABCABCF,2
BEABCAEHF,2
BEABCAFCC,2
BEABCAFJB,2
BEABCAHHG,2
BEABCAJJJ,2
BEABCCAEG,2
BEABCCCCI,3
BEABCCDCF,2
BEABCCDJH,2
BEABCCEDC,2
BEABCDBBH,2
BEABCDDFE,2
BEABCDDFJ,2
BEABCDDJF,2
BEABCDGDH,2
BEABCDHJH,2
BEABCEAHA,2
BEABCEGEI,2
BEABCEJDE,2
BEABCFCIF,2
BEABCFEHE,2
BEABCFFCF,2
BEABCGDDF,2
BEABCGGBA,2
BEABCGIGC,2
BEABCGJCI,2
BEABCHFAG,2
BEABCIEHH,2
BEABCIHDI,2
BEABCIJCF,2
BEABCJADD,2
BEABCJCAA,2
BEABCJFCH,2
BEABCJIAF,3
BEABDADGB,2
BEABDAIJA,2
BEABDAJCH,2
BEABDCBDD,2
BEABDCHAI,2
BEABDCIAE,3
BEABDCJJA,2
BEABDDEDI,2
BEABDDEHB,2
BEABDDGJH,2
BEABDDHCH,4
BEABDDIAG,4
BEABDDJAD,2
BEABDDJEI,2
BEABDDJGC,2
BEABDEAGE,2
BEABDEBJA,2
BEABDEECG,5
BEABDFCDD,2
BEABDFCEB,2
BEABDFEAD,2
BEABDFECJ,2
BEABDFGJG,2
BEABDGADG,2
BEABDGAJI,2
BEABDGBHC,2
BEABDGBHF,2
BEABDGDEH,2
BEABDGDJJ,2
BEABDGEAD,2
BEABDGIGE,2
BEABDHABH,4
BEABDHEAD,2
BEABDHEID,4
BEABDHIHI,2
BEABDHJFB,3
BEABDIEIG,2
BEABDIHBB,3
BEABEABGF,2
BEABEAFEJ,2
BEABEAGJG,2
BEABEBAIB,3
BEABEBCBE,2
BEABEBCHI,2
BEABEBCIE,2
BEABEBEBE,2
BEABEBGDE,2
BEABEBJII,2
BEABEDDEI,3
BEABEDDFJ,2
BEABEDFHB,2
BEABEDFIB,2
BEABEDGFB,2
BEABEDGIE,2
BEABEDGJA,2
BEABEDHBF,2
BEABEDHEJ,2
BEABEEDBH,2
BEABEEDHB,3
BEABEEICB,2
BEABEEJJE,2
BEABEFAAG,2
BEABEFAGG,2
BEABEFCEB,2
BEABEFCFD,2
BEABEFEEA,2
BEABEFFBI,2
BEABEFGCB,2
BEABEFHBH,3
BEABEFIED,2
BEABEGAAC,2
BEABEGIEC,2
BEABEGIJF,2
BEABEHGEE,2
BEABEHHHC,2
BEABEHJII,4
BEABEIFID,2
BEABEIGEG,4
BEABEIGFF,2
BEABEIIBB,2
BEABEIIJI,2
BEABEJEGF,2
BEABFABHH,2
BEABFACBF,2
BEABFACIA,3
BEABFACJB,2
BEABFAIJH,2
BEABFBAIG,2
BEABFBDBC,2
BEABFBEGI,2
BEABFBFDE,2
BEABFBHAJ,2
BEABFBIFB,4
BEABFBJCB,2
BEABFCDBB,2
BEABFCDIF,2
BEABFCEJE,2
BEABFDCAE,2
BEABFDCEA,2
BEABFEGIE,4
BEABFEHFH,2
BEABFFAAI,4
BEABFFCIH,2
BEABFGAEB,4
BEABFGBDH,2
BEABFHGFF,2
BEABFICFH,2
BEABFIDEA,2
BEABFIGBA,2
BEABFIHDF,2
BEABFIHEC,2
BEABFIJHG,2
BEABFJADG,2
BEABFJJED,2
BEABGACFG,2
BEABGAFBD,2
BEABGAGBB,2
BEABGAGJI,2
BEABGAHFA,3
BEABGAIEJ,2
BEABGAJEH,4
BEABGBDBE,2
BEABGBEFD,2
BEABGDCCG,2
BEABGDEAD,2
BEABGDIEG,2
BEABGEACG,4
BEABGECFE,2
BEABGEDDI,2
BEABGEDJE,2
BEABGEHHB,2
BEABGFACD,2
BEABGFAJC,2
BEABGFCDF,2
BEABGFCGG,2
BEABGFEAA,2
BEABGFEGJ,2
BEABGFFID,2
BEABGFGGD,2
BEABGFIDD,2
BEABGGCIH,6
BEABGGDBG,2
BEABGGEJI,2
BEABGIGCE,2
BEABGIICA,2
BEABGJBBF,4
BEABHACCF,3
BEABHAJDE,2
BEABHBAIB,3
BEABHBBHB,2
BEABHBCAI,2
BEABHBDCB,5
BEABHBEJF,2
BEABHBFAB,2
BEABHBFAD,2
BEABHBFIE,2
BEABHBHAD,2
BEABHCECA,2
BEABHCFDD,2
BEABHCFEI,2
BEABHCFIB,2
BEABHCGEJ,2
BEABHCGHG,2
BEABHDADJ,2
BEABHDAJF,2
BEABHDCGI,2
BEABHDEAI,2
BEABHDEEI,3
BEABHDFDH,2
BEABHDGJB,2
BEABHEAAH,2
BEABHEADC,2
BEABHEAGE,2
BEABHEBAJ,2
BEABHEBIE,2
BEABHEFHC,2
BEABHEGAJ,2
BEABHEGBJ,2
BEABHEGFI,2
BEABHEGIB,2
BEABHEIIB,2
BEABHFEIG,2
BEABHFGEG,2
BEABHFGGF,4
BEABHGBBC,2
BEABHGGEE,2
BEABHGIAJ,2
BEABHGIGF,2
BEABHHABD,2
BEABHHGAG,2
BEABHHGFA,4
BEABHHHJD,2
BEABHHJGG,2
BEABHIDHJ,2
BEABHIFGE,3
BEABHIIBJ,2
BEABHJAEI,2
BEABHJEGD,2
BEABHJEIJ,2
BEABHJIFA,2
BEABIABJI,2
BEABIAIID,2
BEABICBDI,6
BEABICBJC,2
BEABICBJE,2
BEABICCDD,2
BEABICHAH,2
BEABICJFE,2
BEABIDAEF,2
BEABIDCIC,2
BEABIDDDD,4
BEABIDHEF,2
BEABIDHEG,2
BEABIDIDD,2
BEABIDIHF,2
BEABIDJEE,5
BEABIECAH,2
BEABIEEFA,2
BEABIEFHD,2
BEABIEFJH,2
BEABIFBGC,2
BEABIFHIG,2
BEABIGAID,2
BEABIGDIH,2
BEABIGFBG,2
BEABIGFBI,2
BEABIGGII,2
BEABIGIAE,2
BEABIGIFJ,2
BEABIGJAG,2
BEABIGJBI,2
BEABIHCGI,2
BEABIHCJB,2
BEABIHEEI,2
BEABIHFGA,2
BEABIHIHF,4
BEABIIBED,2
BEABIICAB,2
BEABIIDBF,2
BEABIIDIH,2
BEABIIEEI,4
BEABIIFFG,2
BEABIJFIC,2
BEABIJJHJ,2
BEABJACDI,2
BEABJBABJ,2
BEABJBAID,3
BEABJBGAC,2
BEABJBGCA,2
BEABJBHGD,2
BEABJCCJD,2
BEABJCFEI,2
BEABJCIFD,2
BEABJDEHE,2
BEABJDEIB,2
BEABJDJDB,2
BEABJECBA,2
BEABJEDJH,2
BEABJFJIF,2
BEABJGAJJ,2
BEABJGCCF,2
BEABJGEBG,2
BEABJGJCD,2
BEABJGJCF,2
BEABJGJCJ,2
BEABJJEBA,2
BEABJJFBG,2
BEABJJFIG,2
BEABJJGJC,2
BEACAABJE,2
BEACAAHED,4
BEACABAGJ,3
BEACABBJD,4
BEACABCAJ,3
BEACABDGH,2
BEACABEDA,2
BEACABEJB,2
BEACABGAB,2
BEACABGEI,2
BEACABGHC,2
BEACABHBA,2
BEACABHFA,2
BEACABJFI,2
BEACABJIH,2
BEACACBIA,2
BEACACCBC,2
BEACACDFH,4
BEACACGIG,2
BEACAFDCB,2
BEACAGHDH,2
BEACAJDGH,4
BEACAJGAF,2
BEACBAHHJ,4
BEACBAIIE,2
BEACBBFEJ,2
BEACBBFFF,2
BEACBBFIE,4
BEACBBGBA,2
BEACBBIJD,2
BEACBBJFA,2
BEACBCADI,2
BEACBCDJF,2
BEACBCFBE,3
BEACBCFGA,2
BEACBCIFF,2
BEACBDEAD,4
BEACBDGJI,2
BEACBDHAB,2
BEACBEBFI,2
BEACBEEFE,2
BEACBEFCF,2
BEACBEFJF,2
BEACBEIBF,2
BEACBEIIJ,4
BEACBFDAE,2
BEACBFEBH,2
BEACBFHCF,2
BEACBGAJA,2
BEACBGCBB,2
BEACBGICC,2
BEACBHBHC,2
BEACBHCFB,2
BEACBHDFG,2
BEACBHDHD,2
BEACBHECA,2
BEACBHEEE,2
BEACBHHIG,2
BEACBHIDA,2
BEACBHJBC,2
BEACBHJIF,2
BEACBIBFH,2
BEACBIBJF,2
BEACBIDJH,2
BEACBIFAC,2
BEACCABAG,2
BEACCACDC,2
BEACCAGAG,2
BEACCAIDH,2
BEACCBAJJ,2
BEACCBBBH,2
BEACCBCCG,2
BEACCBDBA,2
BEACCBFHH,2
BEACCBGEE,3
BEACCBIBI,2
BEACCBIEE,2
BEACCCBGD,2
BEACCCDAD,2
BEACCCHAG,2
BEACCCHCC,3
BEACCCHCJ,2
BEACCDCAH,2
BEACCDCCB,2
BEACCDFJH,2
BEACCDGFF,2
BEACCEBEC,2
BEACCECFA,2
BEACCEFGA,2
BEACCFCDJ,2
BEACCFJBD,2
BEACCGABE,4
BEACCGDBH,4
BEACCGDJI,2
BEACCGEJD,2
BEACCGGGE,2
BEACCGHDC,2
BEACCGHHD,4
BEACCGJEJ,2
BEACCHBGE,2
BEACCHDHH,4
BEACCHDIE,2
BEACCHFHI,2
BEACCHJAB,2
BEACCIACB,2
BEACCIBAE,2
BEACCICEC,2
BEACCIJFJ,2
BEACCJBJB,2
BEACDABHG,4
BEACDADDG,2
BEACDAEDH,2
BEACDAGHA,2
BEACDAIAC,2
BEACDBAGC,2
BEACDBBIA,2
BEACDBEED,4
BEACDBIGB,2
BEACDCCCE,2
BEACDCGDD,2
BEACDDABF,2
BEACDDCHA,2
BEACDDDEB,2
BEACDDEIB,2
BEACDDEJD,2
BEACDDGIB,2
BEACDDIJB,2
BEACDECEA,2
BEACDEFII,2
BEACDEGFG,3
BEACDFCDG,4
BEACDFEGE,2
BEACDFFEA,2
BEACDGCFI,2
BEACDGEEA,2
BEACDGGFH,2
BEACDGICE,2
BEACDGJEE,2
BEACDHJEH,2
BEACDICGD,2
BEACDIDGG,2
BEACDIGAB,2
BEACDIGEE,2
BEACDIIAH,2
BEACDJABI,2
BEACEABCA,2
BEACEAJJG,2
BEACEBCDF,2
BEACEBHBJ,3
BEACEBJHJ,2
BEACECADJ,2
BEACECBGF,2
BEACECECC,2
BEACECHCI,5
BEACECIAB,2
BEACEDECG,4
BEACEDGDH,2
BEACEDGDI,3
BEACEDHCF,2
BEACEDIFJ,2
BEACEEAJE,4
BEACEECCD,2
BEACEEDAJ,2
BEACEEIHE,2
BEACEFCDH,2
BEACEFFBE,2
BEACEFFBF,2
BEACEFFID,2
BEACEFGIE,3
BEACEFHEF,4
BEACEFHJJ,2
BEACEFIAI,2
BEACEGACE,2
BEACEGFJE,2
BEACEGGDD,2
BEACEGJJJ,2
BEACEHAFF,2
BEACEHCAI,2
BEACEHCJD,2
BEACEHDDC,4
BEACEHFDB,4
BEACEIDEJ,2
BEACEIDGA,2
BEACEIDIA,2
BEACEIECA,2
BEACEIEHE,4
BEACEIFIF,4
BEACEIFJD,2
BEACEIJIB,2
BEACEJCGG,2
BEACEJDJE,2
BEACEJGCB,2
BEACFAAAF,2
BEACFABCD,4
BEACFABCG,2
BEACFADBH,2
BEACFADFA,2
BEACFADIG,2
BEACFADII,2
BEACFAHEJ,2
BEACFAIGF,2
BEACFAJAB,4
BEACFAJGA,2
BEACFAJGJ,2
BEACFBCID,4
BEACFBFAC,2
BEACFBHGI,2
BEACFBIDB,2
BEACFBIJB,2
BEACFCECB,2
BEACFCEHC,2
BEACFCIHE,2
BEACFDEAH,3
BEACFDGCJ,2
BEACFDHGB,4
BEACFEBCF,2
BEACFEEHC,2
BEACFEEJH,5
BEACFEFCB,2
BEACFEFJD,2
BEACFFDCF,2
BEACFFGBJ,2
BEACFGFAB,2
BEACFGHGI,4
BEACFHADA,2
BEACFHEDA,2
BEACFHGJD,2
BEACFICGH,2
BEACFIECC,2
BEACFIGGI,2
BEACFIIDD,2
BEACFJCEJ,2
BEACFJCGA,2
BEACFJEID,2
BEACFJFAG,2
BEACFJFBH,2
BEACFJFFI,2
BEACFJIAH,2
BEACFJIBE,2
BEACFJIDG,4
BEACGABGA,2
BEACGADGD,2
BEACGAHID,2
BEACGAIJH,2
BEACGBABB,2
BEACGBBAA,2
BEACGBBEC,3
BEACGBBJI,4
BEACGBEJB,2
BEACGBJHJ,2
BEACGCDAF,2
BEACGCFHC,4
BEACGCHHD,3
BEACGDCJD,2
BEACGDEHE,2
BEACGDFAD,2
BEACGDFIA,2
BEACGDGFA,2
BEACGDHJJ,2
BEACGDIIJ,2
BEACGDJHJ,2
BEACGEADF,2
BEACGEBDJ,2
BEACGEDHG,2
BEACGEHFI,2
BEACGEIBD,2
BEACGEIDF,2
BEACGEJDE,4
BEACGFAEI,2
BEACGFBBC,2
BEACGFBGF,2
BEACGFCCC,2
BEACGFEHC,2
BEACGFEJC,2
BEACGGACJ,2
BEACGGAJB,3
BEACGGCEF,2
BEACGGCJD,2
BEACGGDGI,2
BEACGGFIF,2
BEACGGGGD,2
BEACGGGHI,2
BEACGGIBI,2
BEACGHBIB,3
BEACGHCBG,4
BEACGHDEG,2
BEACGHEGB,2
BEACGHHEE,2
BEACGHJDF,2
BEACGIAHC,2
BEACGIBJH,2
BEACGIEDJ,2
BEACGIGBB,2
BEACGIGEI,2
BEACGJDDD,2
BEACGJDGH,2
BEACGJEBG,2
BEACGJJFC,2
BEACHAAGF,3
BEACHAEEG,2
BEACHAEFA,2
BEACHAFFB,2
BEACHAFJH,2
BEACHAGBB,2
BEACHBCFA,2
BEACHBIHA,2
BEACHBIHF,2
BEACHCDJG,2
BEACHEDFC,2
BEACHEDHB,2
BEACHEEEA,2
BEACHEGEH,2
BEACHEGGE,2
BEACHFAIB,2
BEACHFBCD,2
BEACHFCID,2
BEACHFGGI,2
BEACHFIHD,3
BEACHGCHF,2
BEACHGFAC,3
BEACHGGDJ,2
BEACHGIED,2
BEACHGIFE,2
BEACHHDEC,3
BEACHHGEI,2
BEACHHIDH,2
BEACHIAEG,3
BEACHIBBB,2
BEACHICGC,2
BEACHJAID,2
BEACHJDGE,2
BEACHJFHD,2
BEACHJGCI,2
BEACHJIGE,2
BEACHJJFI,2
BEACHJJFJ,3
BEACHJJJC,2
BEACIABFF,2
BEACIAEGD,2
BEACIAEHG,2
BEACIAHJA,2
BEACIAJAC,2
BEACIBFAB,2
BEACIBHHH,2
BEACICBJA,2
BEACICFFC,3
BEACIDBAE,4
BEACIDBCA,2
BEACIDBEB,2
BEACIDBJA,2
BEACIDCEC,2
BEACIDEEB,2
BEACIDEJC,2
BEACIDEJD,2
BEACIDHBJ,4
BEACIDIAG,2
BEACIEACI,2
BEACIEDBE,2
BEACIEFDD,2
BEACIEGEG,2
BEACIEHCD,4
BEACIEHGB,2
BEACIFCBD,3
BEACIFCDC,2
BEACIFFCD,2
BEACIFGGB,2
BEACIFGGG,2
BEACIFIIG,2
BEACIFJIJ,2
BEACIGBBG,2
BEACIGCFH,2
BEACIGCIH,2
BEACIGDBG,2
BEACIGEAF,2
BEACIGEGD,2
BEACIGEJF,2
BEACIGFCF,2
BEACIGHDE,2
BEACIGHIH,2
BEACIHBAB,4
BEACIHBJA,2
BEACIHCBE,2
BEACIHEGC,2
BEACIHHHE,2
BEACIHJJF,2
BEACIICFJ,2
BEACIIDFJ,2
BEACIIECE,3
BEACIIEHA,2
BEACIIHAC,4
BEACIJAEH,3
BEACIJBIB,4
BEACIJDFA,2
BEACIJEHH,2
BEACIJFCF,2
BEACIJFDB,2
BEACIJGAA,2
BEACIJGED,2
BEACIJHFH,2
BEACIJHGC,2
BEACIJJCE,2
BEACJAABH,2
BEACJABGD,2
BEACJACFF,2
BEACJADHC,2
BEACJAGIE,2
BEACJAIGH,2
BEACJAJFA,3
BEACJBEAJ,2
BEACJBEHH,2
BEACJBHHD,4
BEACJBIDI,2
BEACJBIEG,2
BEACJBJCE,2
BEACJCCDD,2
BEACJCDEF,2
BEACJCDHC,2
BEACJCFCF,2
BEACJCGCI,2
BEACJCGHB,2
BEACJDEGI,2
BEACJDHBH,2
BEACJDJCA,2
BEACJDJFJ,2
BEACJEAAF,4
BEACJEABJ,2
BEACJEECD,2
BEACJEFCB,2
BEACJEHED,2
BEACJEIHF,2
BEACJEJIH,2
BEACJFCIC,2
BEACJFDDI,2
BEACJFHFC,2
BEACJFJEA,2
BEACJGBJI,2
BEACJGDBF,2
BEACJHAJD,2
BEACJHBBI,4
BEACJHBEC,2
BEACJHCEI,2
BEACJHGJC,4
BEACJHHAE,2
BEACJHHBJ,2
BEACJIBFF,4
BEACJIGCB,4
BEACJIIFC,4
BEACJJAGA,2
BEACJJDDE,2
BEACJJEFE,2
BEACJJFHB,2
BEADAAAAG,2
BEADAAACD,2
BEADAADHE,2
BEADAAEDD,2
BEADAAFAC,2
BEADAAFAD,2
BEADAAJDH,2
BEADAAJHI,2
BEADABEHA,2
BEADABGEB,2
BEADACCBF,4
BEADACDEH,3
BEADACEGG,2
BEADACHCI,4
BEADACHFI,2
BEADADBGG,2
BEADADFHE,2
BEADADGHB,2
BEADAEBIH,2
BEADAEDFC,2
BEADAEHBH,2
BEADAEIBD,2
BEADAFBDD,4
BEADAFCFD,2
BEADAFFEJ,2
BEADAFGEA,2
BEADAFGFI,2
BEADAFHIB,2
BEADAGHDH,5
BEADAGJDC,2
BEADAHDEI,2
BEADAHDGE,2
BEADAHEEG,2
BEADAHGID,2
BEADAIBJB,2
BEADAICCJ,2
BEADAICDC,2
BEADAIDEI,3
BEADAIJDA,2
BEADAIJDB,2
BEADAJBBD,2
BEADAJCEG,2
BEADAJCFD,2
BEADAJDBJ,2
BEADAJEDA,2
BEADAJFJC,2
BEADAJHJE,2
BEADBAAGG,4
BEADBABJF,4
BEADBACII,2
BEADBAJJB,2
BEADBEAGJ,2
BEADBEBJE,2
BEADBEDFB,2
BEADBEEGA,2
BEADBEEJJ,3
BEADBEFAF,2
BEADBEFCD,6
BEADBEGAF,2
BEADBEHBI,2
BEADBEHDI,2
BEADBEHGC,2
BEADBEHJE,3
BEADBEJHJ,2
BEADBFBAJ,2
BEADBFDEA,2
BEADBFEEH,2
BEADBFEHF,2
BEADBFEII,2
BEADBFFED,2
BEADBFFFB,2
BEADBFFHI,2
BEADBFJFC,2
BEADBGCEA,2
BEADBGEEH,2
BEADBGFCE,2
BEADBGHCA,2
BEADBHBJJ,2
BEADBHDDC,2
BEADBHDJH,2
BEADBHEDF,2
BEADBHFAJ,2
BEADBHFJE,2
BEADBHFJF,4
BEADBHHIJ,2
BEADBHIIF,2
BEADBICII,2
BEADBIGDI,2
BEADBIGIA,2
BEADBJABI,2
BEADBJBBE,2
BEADBJCDG,4
BEADBJDIF,2
BEADBJGHA,2
BEADBJJCE,2
BEADCAAHE,2
BEADCABII,2
BEADCACHC,3
BEADCADFG,2
BEADCADGH,6
BEADCAEIE,4
BEADCAFJC,4
BEADCAFJD,4
BEADCAGGH,2
BEADCAIGJ,2
BEADCAJAG,2
BEADCBCBE,2
BEADCBCEE,2
BEADCBDAH,4
BEADCBDFG,2
BEADCBHEF,2
BEADCBHHE,2
BEADCBICI,2
BEADCBJGC,2
BEADCCEBE,2
BEADCCFBF,4
BEADCCFGI,2
BEADCCFJC,2
BEADCCJAG,2
BEADCDBBH,2
BEADCDGEF,2
BEADCDHEJ,2
BEADCDHFB,3
BEADCDHFC,3
BEADCDHGB,2
BEADCDHGH,2
BEADCDHJE,2
BEADCDICD,2
BEADCDIDD,2
BEADCDJGB,2
BEADCEAAA,2
BEADCEAEC,2
BEADCEBDF,2
BEADCECDF,2
BEADCECED,2
BEADCEGBE,2
BEADCEJEH,2
BEADCFAAH,2
BEADCFACD,2
BEADCFACJ,2
BEADCFADB,2
BEADCFBEA,2
BEADCFBEC,3
BEADCFBEH,2
BEADCFBGA,2
BEADCFBIB,2
BEADCFBJG,4
BEADCFCFD,2
BEADCFDAE,4
BEADCFEBJ,2
BEADCFFDB,2
BEADCFHCA,2
BEADCFHCJ,2
BEADCFHHE,2
BEADCFHIA,2
BEADCFIJH,2
BEADCFJIC,4
BEADCGBDI,2
BEADCGFJB,2
BEADCGIJG,2
BEADCHDEJ,2
BEADCHFBH,2
BEADCHGDC,2
BEADCHHHC,4
BEADCHIAB,2
BEADCIAIB,4
BEADCIBAB,3
BEADCIBIC,2
BEADCIBIE,2
BEADCIEHA,2
BEADCIGGD,2
BEADCIJAD,2
BEADCJAIH,2
BEADCJFCB,3
BEADCJIBD,4
BEADDADAG,4
BEADDAEGJ,2
BEADDAGAE,2
BEADDAGID,2
BEADDAJCB,2
BEADDBAHE,3
BEADDBDFA,2
BEADDBEIG,3
BEADDBFJA,3
BEADDBJBD,4
BEADDBJBI,2
BEADDCCII,2
BEADDCGAA,2
BEADDDAEJ,2
BEADDDBCI,4
